Source,Date,Title,Authors,Text,Keywords
foxnews,,Amazing homes in sunny climates for snowbirds,[],,"['homes', 'snowbirds', 'sunny', 'amazing', 'climates']"
foxnews,2015-12-21 00:00:00,Ancient marine reptiles flew through the water,[],"The ancient, four-flippered plesiosaur didn't swim like a fish, whale or even an otter  but instead like a penguin, a new study finds.

Plesiosaurs, giant marine reptiles that lived during the dinosaur age, likely propelled themselves forward underwater by flapping their two front flippers, much like penguins do today, the researchers said. The paleo-giants probably didn't rely much on their back flippers for propulsion, as that movement would've only marginally increased their speed, computer simulations showed.

""This is the first time plesiosaur locomotion has been simulated with computers, so our study provides exciting new information on how these unusual extinct animals may have swum,"" said study co-author Adam Smith, a curator of natural sciences at Wollaton Hall, Nottingham Natural History Museum in the United Kingdom. [Photos: Uncovering One of the Largest Plesiosaurs on Record]

The study began when Jie Tan, a graduate student at the Georgia Institute of Technology, began creating computer models and simulations that captured the movements of modern animals. After designing virtual simulations of moving frogs, turtles, eels and manta rays, Tan turned to imaginary creatures. But he wanted another challenge, so he chose an extinct beast for his next project, said study senior author Greg Turk, a professor of computer science at Georgia Tech.

Plesiosaur locomotion has puzzled scientists since the reptiles were first discovered in 1824, because there aren't any modern animals that look like them. Even marine turtles, which have two large front flippers, are no match, because unlike plesiosaurs, turtles have tiny back flippers.""I did some poking around and found that plesiosaurs have this weird body plan,"" Turk said. ""There isn't any agreement in the paleontology literature about how they swam.""

To investigate, the team of computer scientists and paleontologists built a computer model based on Meyerasaurus victor, an 11-foot-long (3.4 meters) plesiosaur discovered in a Lower Jurassic formation in Germany. The scientists placed pivot points on the model's legs wherever the real-life M. victor had joints, but they kept the model's neck and tail rigid, Turk said.

""We weren't looking for what contribution the tail motion had,"" Turk told Live Science. ""There are hints that some plesiosaurs might have had a little bit of a tail fin, but that's not something we looked into.""

The researchers ran about 2,000 simulations to identify the most efficient way the plesiosaur could have swum. In the end, they found that if plesiosaurs flapped their front flippers up and down, the animals could have efficiently propelled themselves forward with every up and down stroke.

""Plesiosaurs flew underwater using their winglike flippers,"" Smith said. ""The front flippers were the powerhouse providing most of the thrust, while the rear flippers provided less thrust and may have been used for stability and steering instead.""

This technique, if accurate, clearly worked for plesiosaurs; the reptiles reigned as marine apex predators for 135 million years, until the asteroid event wiped them out some 66 million years ago, the researchers said.

The study was published online Dec. 17 in the journal PLOS Computational Biology.





Copyright 2015 LiveScience, a Purch company. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.","['flippers', 'ancient', 'animals', 'turtles', 'study', 'plesiosaur', 'flew', 'water', 'tail', 'computer', 'reptiles', 'simulations', 'turk', 'plesiosaurs', 'marine']"
foxnews,2016-02-22 00:00:00,"CDC, Brazil start big study to test Zika link to birth defects",[],"U.S. and Brazilian researchers are heading to Joao Pessoa in the state of Paraiba on Monday to recruit mothers and babies in one of the biggest government-led studies to understand whether the Zika virus is linked to microcephaly, a rare birth defect.

Brazil has confirmed more than 500 cases of microcephaly, defined by an unusually small head, since the start of the outbreak. Over 3,900 additional suspected cases are being investigated.

Brazil normally only sees about 150 cases a year. The spike in microcephaly prompted the World Health Organization on Feb. 1 to declare Zika an international health emergency.

The study has been in the planning stages for several weeks. It will pair researchers at the U.S. Centers for Disease Control and Prevention with Brazilian experts to examine babies already born with microcephaly and their mothers to determine whether Zika or some other infection caused their malady.

""What we're trying to do is to better define the association between children that have been diagnosed with microcephaly and whether or not they might have evidence of congenital Zika virus infection,"" said Dr. Erin Staples, a CDC medical epidemiologist leading the study in Paraiba.

In an interview, Staples offered a first glimpse at the long-anticipated study. Researchers hope to enroll 100 mothers and their babies with microcephaly. These will be matched with 300 to 400 pairs of healthy mothers and their babies. Initial results are expected this spring, a senior CDC official said.

Blood samples from moms and babies in both groups will be tested for signs of Zika infection.

Current diagnostic tests looking for Zika antibodies are limited because they closely resemble dengue, a related virus common in Brazil. The team hopes that taking samples from both mothers and their babies will give a more precise picture of whether Zika was involved. They will also look for other exposures that might explain why a baby developed microcephaly.

The study's design should help determine the relative risk of microcephaly in babies whose mothers were infected with Zika.

Staples said the work could provide stronger confirmation of a link, but that it would take years of scientific investigation to prove whether Zika actually causes microcephaly.

In the meantime, evidence of a connection is mounting. Researchers have found the virus in fetal brain tissue, amniotic fluid and placenta. An autopsy of an aborted fetus showed the full genetic code of the virus in the brain and evidence that the virus was replicating.

Brazil is the only country to report a spike in microcephaly after Zika arrived last year. The CDC has a vested interest in unraveling the mystery as the outbreak makes its way north. The mosquito-borne virus is circulating in Puerto Rico, a U.S. territory, and is expected to reach several southern U.S. states with warmer weather in the spring.

CDC experts will join staff from the Brazil's Health Ministry. The team will also try to determine the most common characteristics of microcephaly that might be specifically associated with Zika, and check whether other abnormalities might result from exposure to the virus.

Staples estimates it will take four to five weeks to get the study fully enrolled, but it may take longer.

""We need to make sure we have the right number of cases and controls to be able to say with a good degree of certainty what is going on,"" she said.

","['brazil', 'babies', 'cdc', 'microcephaly', 'big', 'study', 'mothers', 'evidence', 'start', 'virus', 'link', 'defects', 'birth', 'test', 'health', 'cases', 'researchers', 'zika']"
foxnews,2016-02-12 00:00:00,VIRAL VIDEOS: The Jungle Book Official Big Game Trailer,"['John Gibson Show', 'Fox News Radio', 'Thomas Byrne', 'Alan Colmes']","Heres whats going viral now on Facebook.

[audio:http://www.podtrac.com/pts/redirect.mp3/ak.podcast.foxnewsradio.com/news/statusupdates/STATUSUPDATES_02-11-2016.mp3]

Shawn Mendes  Stitches (Mom Version).

This parody video from SheKnows features the Laughing Moms singing a spoof of the popular song Stitches ... While playfully mocking the struggles of pulling together classroom valentines for school-aged children.

And, fans of the movie Ghostbusters II may remember this chilling prediction...

Ghostbusters 2  World Of The Psychic.

Remember Back to the Future Day back on October 21, 2015? Well, the Internet has another, trending, iconic film date. This Valentines Day, thanks to this scene from the 80s sci-fi comedy flick, Ghostbusters II. It shows Bill Murrays character, Dr. Peter Venkman interviewing an alleged alien abductee on his show, World of the Psychic.

And Bill Murrays online popularity continues, as the actor looks for the bare necessities in this next trending video...

The Jungle Book Official Big Game Trailer.

This fuller look into the upcoming, live-action movie shows the character Mowgli interacting with his CGI animal counterparts, including the lovable bear, Baloo, voiced by Bill Murray. The movie hits theaters in April.

For these videos and more, go to FOXNewsRadio.com.

Im Lauren Faulkner, FOX News.

Follow Lauren on Twitter: @FaulknerFOXNews

Click HERE for more Viral Videos from Status Updates","['viral', 'bill', 'videos', 'valentines', 'big', 'trending', 'official', 'murrays', 'game', 'book', 'jungle', 'movie', 'world', 'shows', 'trailer', 'stitches']"
foxnews,2015-12-07 00:00:00,"In an increasingly dangerous world, Obama has checked out as commander in chief",['Sen Scott Brown'],"Ben Franklin said that death and taxes were the two certainties of life. A third certainty in our country used to be strong leadership from the individual in the Oval Office. Abraham Lincoln, F.D.R, John F. Kennedy, Ronald Reagan and many others have used their position as our commander in chief to exude Americas strength on the world stage and promote our nations unique exceptionalism.

However, on several recent big issues, President Obama has not taken the challenging, but necessary step up to the plate to demonstrate why America needs to lead in the world. His actions instead seem to suggest that we can lead from behind, which goes against everything that our country has stood for in the past.

The best example of this is President Obamas utter failure to address the danger that ISIS presents to the United States. Their sickening attacks in Paris are still fresh in our mind, but it is important to note that just hours before the terrorists attacked the city, President Obama said that ISIS was contained and on the run.

Following the attacks, instead of stepping forward and adopting an aggressive strategy to take the fight to ISIS, the president deferred and continued to give off the impression that our current strategy to combat radical Islamic terrorism is working. His response showed that he is either delusional to the real threat ISIS presents our nation or he is simply incapable of providing authentic leadership for the sake of the country and the globe.

For generations, when the world faced a dangerous force or an intimidating challenge, the United States of America has been the nation to step forward and provide leadership. If we want to continue being a unique and exceptional nation, that is a principle that we cannot abandon, especially right now with the seriousness of the threats facing our country and the world.

Then last week, following the devastating tragedy in San Bernardino, President Obama immediately leapt to blame gun laws and Republicans, when in fact the attacks appear to have been perpetrated by ISIS sympathizers. The fact that the President would try to score political points instead of committing to once-and-for-all going after Americas greatest threat is emblematic of his entire presidency, putting politics and party before country and leadership.

While it seems President Obama has already checked out on his White House responsibilities and is looking forward to writing his memoirs and building his library, the absence of American leadership has now become a defining issue of the 2016 presidential election.

On one side, there are Republican candidates who all know and understand that America must operate from a position of strength, and adhere to the ideas espoused by Ronald Reagan about leadership and action. They will all say what needs to be said, do what needs to be done, and lead when the world needs to be led.

On the other side, there is Hillary Clinton, President Obamas former Secretary of State and the architect of his disastrous foreign policy agenda who also jumped at the chance last week to put political points on the board, instead of promoting a strong strategy to defeat ISIS. Secretary Clintons lack of understanding about ISIS was crystal clear at the most recent Democratic debate, when she said that the fight against ISIS cannot be an American fight.

Secretary Clinton, it must be an American fight. For generations, when the world faced a dangerous force or an intimidating challenge, the United States of America has been the nation to step forward and provide leadership. If we want to continue being a unique and exceptional nation, that is a principle that we cannot abandon, especially right now with the seriousness of the threats facing our country and the world.

For the past seven years, we have seen what it looks like when America doesnt take charge, but instead sits in the backseat as a global observer. As a result, our country is less safe, less secure, and people have a rational fear of another heinous act of terrorism coming to our shores.

Instead of electing someone such as Hillary Clinton, who outlined President Obamas global agenda and agrees with his worldview, we need to elect a president that understands the importance of American leadership, and will reassert our nation as the leading force for good in the world.

Scott Brown served for three years as the Senator from Massachusetts. He was a Ranking Member of Armed Services and Homeland Security and also served on the Veterans and Small Business Committees. He is a Contributor with Fox. Follow him on Twitter @senscottbrown.

","['instead', 'needs', 'checked', 'isis', 'increasingly', 'dangerous', 'commander', 'chief', 'leadership', 'country', 'president', 'world', 'nation', 'america', 'obama']"
foxnews,2016-02-21 00:00:00,John Kerry to meet with Mahmoud Abbas,"['Fox News Radio', 'Alan Colmes']","U.S. Secretary of State John Kerry is crisscrossing the globe, meeting over two crises in the Middle East. Kerry arrived in Jordan Saturday where he is scheduled to discuss the war in Syria with King Abdullah of Jordan, and Sunday he will meet with Palestinian President Mahmoud Abbas at a moment of ongoing violence in the...","['scheduled', 'president', 'kerry', 'palestinian', 'violence', 'abbas', 'state', 'jordan', 'mahmoud', 'syria', 'meet', 'john', 'war', 'secretary']"
foxnews,2016-02-22 00:00:00,Florida teen accused of killing 10-year-old sister,[],"Law enforcement officials in the Florida Panhandle said a 16-year-old is accused of killing his 10-year-old sister.

The girl's family told Bay County Sheriff's deputies they last saw her when she went to bed Saturday night. She was reported missing Sunday morning, the News Herald reported.

The sheriff's air unit, mounted posse and K-9s helped search for the girl Sunday. Her body was found in a large field behind the family's home in Fountain, which is northeast of Panama City.

Sheriff's officials have not said what led investigators to the girl's brother, who's charged with an open count of murder. The Associated Press is not naming him because of his age.","['teen', 'sister', 'officials', 'girls', 'florida', 'search', 'killing', 'accused', '10yearold', 'sheriffs', 'sisterthe', 'whos', 'saw', 'went', 'unit', 'told']"
foxnews,2016-02-22 00:00:00,Obama is Looting the Treasury to Pay Off Insurers,[],"By Betsy McCaughey February 21, 2016 | New York Post

The Obama administration will tell any lie and break any law to prevent the presidents signature health-care program from collapsing.

Insurance companies such as UnitedHealthcare and Aetna are losing billions trying to sell ObamaCare plans, and the risk is theyll drop out at the end of 2016. No insurance companies means no ObamaCare.","['sell', '2016', 'trying', 'theyll', 'looting', 'unitedhealthcare', 'pay', 'signature', 'companies', 'obamacare', 'york', 'treasury', 'insurers', 'tell', 'obama']"
foxnews,2016-02-22 00:00:00,The surprising new reason why eating fried foods may be good for you,[],"Attention, French fry addicts: Your favorite food may not be so terrible for you after all.

At least, that's the conclusion made by a recent study published in Food Chemistry that found that the antioxidant content of deep-fried potatoes, pumpkin, tomatoes, and eggplant was significantly higher than sauteed or boiled veggies.

It's no secret among nutritionists that adding a fat source to vegetablese.g., roasting them with olive oil or using full-fat salad dressing over the fat-free stuffboosts absorption of fat-soluble vitamins like A, D, E, and K. So it's not totally illogical that deep-frying could take things a step further: When vegetables are fried in a healthy oil (think extra virgin olive oil), antioxidant compounds called phenols in the oil are transferred to veggies, said Frances Largeman-Roth, RD, author of Eating in Color, who was not involved in the study. In other words, a hot oil bath doesn't just unlock nutrients already inside vegetablesit actually helps infuse them with more nutrients than they started with.

MORE: The Super Common Oil That Science Now Shows Is Worse Than Sugar

As for other greasy goodies like fried chicken, popcorn shrimp, and cheese curds, researchers don't know whether these foods soak up any phenols at all when fried. Largeman-Roth speculates that these foods have lower water content than vegetables, which doesn't allow them to soak up as much oil (and, consequently, phenols), if any at all.

These findings, while exciting, don't give you a carte blanche to go crazy on those fried zucchini chips whenever you feel like it, though. All that oiland batter if veggies are coated before fried, which most aremeans major calories, which could spell a fast-track to weight gain, overconsumption, and other health problems.

Also, researchers fried veggies in extra virgin olive oil, which is known for its sky-high levels of phenols. Frying in regular olive oil or refined vegetable oils prolific used by most restaurants might not have had the same effect, Largeman-Roth said. Even worse, some restaurant frying oils contain trans fat. (Here are 14 cooking oils and which is the healthiest for you.)

Oil temperature is also an issue. While frying in EVOO can imbue your veggies with more antioxidants, those benefits backfire if the oil gets too hot.

""If you heat any oil past its smoke point, it starts to break down and release free radicals,"" Largman-Roth said.

The study used a fry temperature of around 350 degrees, which is safely below extra virgin olive oil's 400 degree smoke point. (Try this healthy gluten-free 'fried' chicken.)

Of course, you can't control the type of oil or temperature used in a restaurant fryer, but you can at home. What to do? If you want to eat fried food as an occasional indulgence, stick to vegetables that you fry at home in high-quality oil, using a fry thermometer to make sure the oil doesn't go above its smoke point. Eggplant parm, here we come.

This article originally appeared on EatClean.com.","['good', 'eating', 'surprising', 'vegetables', 'foods', 'used', 'virgin', 'reason', 'oil', 'veggies', 'oils', 'olive', 'phenols', 'fry', 'fried']"
foxnews,,The final push for GOP candidates in South Carolina,[],,"['final', 'candidates', 'push', 'gop', 'south', 'carolina']"
foxnews,,Apollo 10 astronauts heard 'music' passing far side of moon,[],,"['far', 'astronauts', 'moon', 'heard', 'music', 'passing', 'apollo']"
foxnews,2014-05-05 00:00:00,5 under the radar state parks,[],"Exploring caves, hiking to waterfalls and climbing over rocks may sound like adventures in an Indiana Jones movie. But these are among the many exciting activities to do with kids in U.S. state parks.

While national parks generally get more attention, state parks also offer a bounty of outdoor fun and are often more easily accessible. Pack hiking shoes, a camera and binoculars for real-life adventures at these hidden gems. Be sure to stop by the visitor center for maps and tips from rangers before venturing out.","['sure', 'venturing', 'hiking', 'visitor', 'stop', 'adventures', 'parks', 'radar', 'state', 'waterfalls', 'tips']"
foxnews,,FOX NEWS CHANNEL MARKS 14 YEARS AS #1 CABLE NEWS CHANNEL IN JANUARY  Fox News Channel Press,[],"FNC Ranks #2 in Primetime and #3 in Total Day in Basic Cable

The OReilly Factor Delivers Highest-Rated Month Since November 2012

FOX News Channel (FNC) finished January as the most-watched cable news channel, marking 14 consecutive years topping the genre, according to Nielsen Media Research. Additionally, the network was rated second among basic cable primetime for the month, following only ESPN and finishing ahead of TBS, USA and TNT, and placed third in total day.

In primetime for the month, FNC averaged 2,102,000 million viewers and 390,000 in the key demo in primetime, tallying the biggest year-to-year gains while trouncing both CNN and MSNBC combined in total viewers. FNC was up the most compared to all cable news channels in both total viewers (+43%) and in A25-54 (+43%). In total day, FNC averaged 1,255,000 viewers (up 30%), beating both CNN and MSNBC combined, with 235,000 in A25-54 (up 23%). Additionally, every program from 6AM-10PM/ET was up double-digits in total viewers while all programs from 9AM-7PM/ET and the primetime programs 8PM-11PM/ET were up double-digits in the key demo compared to the same month last year.

Also, FNC swept the top 14 programs in cable news in total viewers and delivered eight out of the top 10 programs in A25-54. The OReilly Factor continued as the top program among the cable news genre, delivering its highest-rated month since November 2012 with 3,256,000 (+26%) in viewers and 523,000 in A25-54 (+12%). Placing second in most-watched cable news programs, The Kelly File averaged 2,576,000 viewers at 9PM/ET (+28%) with 459,000 in the demo (+15%). At 10PM/ET, Hannity posted the networks biggest increases in both total viewers and the demo delivering 1,744,000 total viewers (+50%) and 373,000 in A25-54 (+47%). On the Record with Greta Van Susteren, at 7PM/ET, delivered 1,963,000 total viewers (+19%) and 315,000 25-54 (+9%) and Special Report, anchored by Bret Baier at 6PM/ET, averaged 2,296,000 viewers (+21%) with 358,000 in A25-54 (+22%).

Additionally, on January 28, 2016 FNC delivered its second highest-rated telecast in network history with the GOP Primary Debate live from Des Moines, Iowa. The debate averaged 12.5 million viewers and was the number one telecast, topping all cable and broadcast programs for the week.

RATINGS FOR THE TOP 5 PROGRAMS IN CABLE NEWS FOR JANUARY 2016

Total Viewers: The OReilly Factor (3,256,000); The Kelly File (2,576,000); The Five (2,366,000); Special Report w/ Bret Baier (2,296,000); On the Record with Greta Van Susteren (1,963,000).

Adults 25-54: The OReilly Factor (523,000); The Kelly File (459,000); Hannity (373,000); Special Report w/ Bret Baier (358,000); The Five (350,000).

JANUARY 2016 VS. JANUARY 2015 NIELSEN NUMBERS (7 day week, L+SD):

TOTAL DAY

FNC: 1,255,000 total viewers  up 30% (235,000 in 25-54  up 23%)

CNN: 579,000 total viewers  up 12%; (168,000 in 25-54  up 1%)

MSNBC: 423,000 total viewers  up 31%; (112,000 in 25-54  up 20%)

PRIMETIME: 8-11PM/ET

FNC 2,120,000 total viewers  up 43% (390,000 in 25-54  up 43%)

CNN: 842,000 total viewers  up 40%; (271,000 in 25-54  up 20%)

MSNBC: 720,000 total viewers  up 39%; (179,000 in 25-54  up 27%)

PRIMETIME: 7-11PM/ET

FNC: 2,004,000 total viewers  up 38%; (360,000 in 25-54  up 37%)

CNN: 799,000 total viewers  up 34%; (252,000 in 25-54  up 17%)

MSNBC: 712,000 total viewers  up 35%; (168,000 in 25-54  up 23%)

***all must be attributed to Nielsen

FNC Media Contacts:

Carly Shanahan/212-301-3851

Jamie Rokus/212-301-3294","['primetime', '2554', '14', 'cable', 'programs', 'averaged', 'fox', 'month', 'fnc', 'viewers', 'marks', 'press', 'a2554', 'total', 'channel']"
foxnews,2016-02-22 00:00:00,Chrissy Teigen says she is more 'protective' on social media,[],"Chrissy Teigen caused a stir on social media this week, and for once it wasn't about it her glamorous style.

Critics took to Twitter to question the 30-year-old model's parenting choices after Teigen mentioned her plan to hire a night nurse after her baby daughter is born to US Weekly.

WATCH: Chrissy Teigen Adorably Cradles a 'Happy' Baby While Showing Off Killer Toned Legs

Not everyone was supportive of the idea, and many took to Twitter -- where the ""Lip Sync Battle"" co-host is active -- to let her know.

""'Night nurse' for your baby's feedings and diaper changes. How awful Take care of your baby. [sic] You'll never get that time back. @chrissyteigen,"" one user tweeted.

Teigen, 30, tweeted to clarify the role the night nurse will play.

""A night nurse doesn't replace you waking and feeding at night. You're up with them. They're helpers and teachers,"" she wrote.

PHOTOS: Chrissy Teigen's Sexy Pregnancy Style

She went on to express disappointment at the parenting criticism.

""I am so used to sharing our life that I forget how protective I will be soon. I cannot handle this kind of constant judgement!"" she tweeted.

The ""Sports Illustrated"" swimsuit model hasn't been shy about calling out haters of her pregnancy choices in the past -- and it seems she's already mentally preparing for the inevitable public scrutiny of her parenting.

""I just held a tiny baby of sleepy mush and I'm just prepping you for 'chrissy teigen holds baby stupidly' article. She was nuzzly and happy!"" she wrote. ""As you can see, I am already dreading all overly critical parenting articles to come in my life!""

PHOTOS: John Legend Adorably Kisses Chrissy Teigen's Bare Baby Bump

Regardless, Teigen seems to be keeping her sense of humor about her pregnancy. ""Does the baby have access to my ribs? It feels like they're bars and she's an old timey prisoner with a tin mug,"" she joked.","['protective', 'media', 'twitter', 'night', 'took', 'theyre', 'parenting', 'chrissy', 'social', 'baby', 'teigen', 'nurse', 'pregnancy']"
foxnews,2016-02-18 00:00:00,FOX411's star snaps of the day,[],"New mom for the second time Jessie James Decker shared a photo of her c-section scar on Instagram in an attempt to keep it real with her fans. She wrote, ""I appreciate all of the sweet comments about how tiny I look after baby! But I don't want to mislead any mommy's who just had babies and are stressing! I gained 55 pounds with my daughter and only 27 this time...I am still 15 pounds away from what I was originally before I got pregnant with Vivianne. I take occasional walks but haven't done anything yet to try and lose weight and am in no rush...My tummy is still swollen and you can see my c-section scar and pooch!"" Click here to see pictures of Decker's new baby on Hollywoodlife.com.","['try', 'snaps', 'star', 'weight', 'pounds', 'fox411s', 'vivianne', 'csection', 'tummy', 'walks', 'baby', 'scar', 'day', 'wrote']"
foxnews,2016-02-22 00:00:00,Taylor Swift gives $250G to Kesha to aid contract fight,[],"Taylor Swift last night gave a quarter million dollars to fellow pop star Kesha, as she battles to get out of a contract with Dr. Luke, whom she has accused of sexually assaulting her.

Taylor Swift has just generously donated $250,000 to Kesha, as a show of support during this difficult time. AMAZING!! tweeted the Tik Tok singers mom, Pebe Sebert.

A persons wealth is not measured by what they have but by WHO they they help with it. And Taylor Swift is is a truly RICH PERSON. Thank you, she continued.

Most important for Kesha, is that these beautiful, powerful women are standing behind her, letting the world see how powerful the truth is!

On Friday, a judge ruled that Kesha would not be allowed to break her exclusive recording contract with Sony and music producer Dr. Luke, even though Kesha claims the producer raped her. He has not been charged.

Lady Gaga, Kelly Clarkson, Ariana Grande, Lorde and Demi Lovato have all sent their regards to Kesha on social media.

Click for more from the New York Post.","['taylor', 'producer', '250g', 'luke', 'powerful', 'contract', 'fight', 'dr', 'york', 'world', 'aid', 'kesha', 'swift', 'gives']"
foxnews,2016-02-19 00:00:00,Can you believe they dated?,[],"The former teenage witch kisses and tells. Hart admitted to more than onscreen smooching the former ""Sabrina the Teenage Witch"" guest star.

He gave me this beautiful watch and ran out of my dressing room,"" she told Access Hollywood. ""I chased him down and in the headlight of his car, I stopped him... and I just grabbed him and kissed him. We just made out all night... Ryan has grown up nicely.""","['teenage', 'starhe', 'watch', 'smooching', 'ryan', 'sabrina', 'stopped', 'dated', 'witch', 'believe', 'tells', 'told']"
foxnews,,FoxNews.com - Breaking News,[],,"['breaking', 'foxnewscom']"
foxnews,2016-02-21 00:00:00,Student's 'Black Lives Matter' poster in New York courthouse ignites controversy,[],"A middle school students Black Lives Matter poster on display in a suburban New York courthouse has generated controversy with some retired cops, according to a local television station.

The poster is part of a Black History Month exhibit at the Central Islip courthouse on Long Island. But three retired NYPD officers told CBS2 New York last week that the drawing doesnt belong in a courthouse. One referred to it as hate speech.

Black Lives Matter we feel is anti-police and the rhetoric that they spew is anti-police and weve actually had them on video walking the streets of New York City calling for the death of police officers, retired NYPD officer and Internet radio host Ed Munoz told the station. So for it to be hanging in a courtroom, we find outrageous.

The drawing reads: Stop The Violence. Black Lives Matter. Stop the Racism.

The verdict on the poster with courthouse visitors was split, the station reported.

I think its highly political and controversial, one said.

Another said, I dont think its anti-cop, its just awareness of whats going on in society today.

State judge C. Randall Hinrichs, who oversees the courts in Suffolk County, told CBS2 there are no plans to remove the poster.

It is not the intention of the court to put forth any anti-law enforcement message, he told the station. This is the cultural response of a middle school student, here in Central Islip, to present-day America.

Hinrichs said the last thing they want to do is offend law enforcement.

It talks about stopping violence and racism, which are admirable sentiments, and I know its interpreted by different people, different ways, he said.","['retired', 'courthouse', 'ignites', 'students', 'poster', 'violence', 'controversy', 'matter', 'station', 'lives', 'york', 'black', 'told']"
foxnews,2016-02-21 00:00:00,Listen as FOX Deportes announcers call Daytona finish,[],"The closest finish in Daytona 500 history was thrilling no matter what language you speak.

When Denny Hamlin beat Martin Truex Jr. to the checkered flag by 0.010 seconds, it was the first victory for Toyota in NASCAR's biggest race and the first for Joe Gibbs Racing since 1993.

As Hamlin and Truex raced to the line, the teams were excited, the sponsors were excited, the fans were excited and the announcers were excited, too.

Listen to the last-lap call of the finish on FOX Deportes.","['finish', 'thrilling', 'daytona', 'toolisten', 'deportes', 'toyota', 'fox', 'sponsors', 'teams', 'hamlin', 'victory', 'announcers', 'truex', 'excited', 'listen']"
foxnews,2016-02-21 00:00:00,Former Cowboys running back Randle arrested in Kansas,[],"WICHITA, Kan. (AP) Former Dallas Cowboys running back Joseph Randle is jailed in Kansas on suspicion of aggravated battery, drug possession and criminal damage to property.

An official at the Sedgwick County Jail in Randle's hometown of Wichita says the 24-year-old was arrested and booked around 8:15 a.m. Sunday. Bond is set at $100,000. It wasn't immediately clear if Randle had an attorney.

Wichita Police Lt. James Espinoza didn't immediately return a phone message seeking more information about the charges.

Randle has had a string of run-ins with the law, beginning with a 2014 shoplifting arrest. He's also charged in neighboring Sumner County in a November disturbance at a casino. Earlier this month, he was arrested in Irving, Texas, after it was determined he was wanted for speeding.

The Cowboys released him last fall.","['wasnt', 'wichita', 'randle', 'kansas', 'arrested', 'county', 'running', 'suspicion', 'cowboys', 'immediately', 'wanted', 'texas']"
foxnews,2016-02-19 00:00:00,Online insomnia therapy may help ease depression symptoms,[],"Online therapy for insomnia may help people who also have depression manage symptoms of the mood disorder, an Australian study suggests.

Researchers randomly assigned 1,149 participants to use either an online cognitive behavioral therapy program for insomnia or to follow an interactive health program that wasn't designed to treat the sleep disorder.

With online therapy, people reported significantly lower depression symptoms at the end of the six-week program and after six months of follow up than their peers in the control group who didn't get online therapy, the study found.

""Most people undertaking the program found benefits to their mental health,"" said lead study author Helen Christensen, director and chief scientist at the Black Dog Institute and the University of New South Wales in Australia, in email to Reuters Health.

The program, called SHUTi, is available online. The cost starts at $135 for 16 weeks, which includes six online 45 minute sessions and another 10 weeks of access to self-help and review materials. The program is fully automated, with no human support.

While cognitive behavior therapy and treatments that address insomnia have both been effective against depression in previous research, the current study focuses on whether web-based interventions to improve sleep might also lead to a better mood, researchers note in the journal Lancet Psychiatry, online January 27.

For the Internet experiment, Christensen and colleagues excluded people who might not be able to get regular sleep every night like pregnant women and shift workers. They also left out people without reliable web access, and individuals diagnosed with psychosis, schizophrenia or bipolar disorder.

Roughly half of the participants completed the six-week online programs, with significantly more dropouts from the cognitive behavior therapy group than the control group.

People in both groups had reductions in depression symptoms at six weeks and at six months, the study found. But with online therapy, average depression scores dropped enough for participants to be considered depression free, while the other group had average scores that indicated they still had mild depression.

At six weeks, 71 percent of the people who got online therapy had no depression, compared with 42 percent of participants in the control group.

By six months, 73 percent of individuals who had online therapy had no depression, compared with 52 percent of people in the other group.

There were no differences between groups in the proportion of people who developed major depression during the study period.

At six weeks, 8 percent of people with therapy had moderately severe depression, compared with 6 percent in the control group. At six months, 3 percent of people who had therapy had this level of depression, compared with 4 percent for the others.

In addition to the large numbers of participants who didn't finish the study, other limitations include the lack of data on previous depression diagnoses, which might mean some participants had first-time depression and others were seeking treatment for ongoing mental health difficulties, the authors note.

Few participants were taking medication for depression, which also might influence how symptoms changed over time, the researchers point out.

Even so, the findings suggest that online therapy might provide a good treatment option for some people who need help managing depression, Ricardo Munoz, director of the Institute for International Internet Interventions for Health at Palo Alto University in California, wrote in an editorial accompanying the study.

""What we can say about its being delivered online is that more people were able to benefit from it, because they were not forced to come to a clinic to receive the intervention,"" Munoz said by email. ""This is one of the great innovations and advantages of Internet interventions.""

The study was funded by The Australian National Health and Medical Research Council. Two of the study's 10 authors have financial relationships with BeHealth Solutions, the company that sells SHUTi.","['help', 'ease', 'months', 'insomnia', 'symptoms', 'participants', 'program', 'therapy', 'online', 'health', 'weeks', 'study', 'depression']"
